"","YEAR","WEEK","subtype","inci"
"1213",2011,40,"inci.A.H1",4985.29763798088
"1214",2011,40,"inci.A.H3",23264.7223105775
"1215",2011,40,"inci.B",10593.7574807094
"1216",2011,41,"inci.A.H1",0
"1217",2011,41,"inci.A.H3",12819.2587028275
"1218",2011,41,"inci.B",9323.09723841999
"1219",2011,42,"inci.A.H1",3806.00796860419
"1220",2011,42,"inci.A.H3",19030.0398430209
"1221",2011,42,"inci.B",9134.41912465005
"1222",2011,43,"inci.A.H1",0
"1223",2011,43,"inci.A.H3",34789.0284202204
"1224",2011,43,"inci.B",13045.8856575827
"1225",2011,44,"inci.A.H1",1855.3093557118
"1226",2011,44,"inci.A.H3",31540.2590471007
"1227",2011,44,"inci.B",10018.6705208437
"1228",2011,45,"inci.A.H1",4162.09683422602
"1229",2011,45,"inci.A.H3",31215.7262566951
"1230",2011,45,"inci.B",15607.8631283476
"1231",2011,46,"inci.A.H1",0
"1232",2011,46,"inci.A.H3",31915.5195724571
"1233",2011,46,"inci.B",11968.3198396714
"1234",2011,47,"inci.A.H1",8135.85780061973
"1235",2011,47,"inci.A.H3",62374.9098047513
"1236",2011,47,"inci.B",23923.2961518223
"1237",2011,48,"inci.A.H1",3173.5713958829
"1238",2011,48,"inci.A.H3",50777.1423341263
"1239",2011,48,"inci.B",16675.6751529119
"1240",2011,49,"inci.A.H1",10309.5172193068
"1241",2011,49,"inci.A.H3",78352.3308667315
"1242",2011,49,"inci.B",20150.4200195542
"1243",2011,50,"inci.A.H1",5845.20932154673
"1244",2011,50,"inci.A.H3",113981.581770161
"1245",2011,50,"inci.B",21208.2816091519
"1246",2011,51,"inci.A.H1",12266.3663921633
"1247",2011,51,"inci.A.H3",182243.157826427
"1248",2011,51,"inci.B",26983.9802384171
"1249",2011,52,"inci.A.H1",7173.77067884408
"1250",2011,52,"inci.A.H3",191898.365659079
"1251",2011,52,"inci.B",21849.3808175769
"1252",2012,1,"inci.A.H1",21387.2043387437
"1253",2012,1,"inci.A.H3",135006.727388319
"1254",2012,1,"inci.B",21370.599366431
"1255",2012,2,"inci.A.H1",35632.2053835817
"1256",2012,2,"inci.A.H3",163218.489176406
"1257",2012,2,"inci.B",13558.0019018174
"1258",2012,3,"inci.A.H1",59214.2583383997
"1259",2012,3,"inci.A.H3",230935.607519759
"1260",2012,3,"inci.B",17293.7006140624
"1261",2012,4,"inci.A.H1",97998.1207822109
"1262",2012,4,"inci.A.H3",299827.583821764
"1263",2012,4,"inci.B",28867.171309132
"1264",2012,5,"inci.A.H1",154219.899572107
"1265",2012,5,"inci.A.H3",439767.682373587
"1266",2012,5,"inci.B",40096.4929727862
"1267",2012,6,"inci.A.H1",195194.814769602
"1268",2012,6,"inci.A.H3",489740.283763253
"1269",2012,6,"inci.B",50938.068416786
"1270",2012,7,"inci.A.H1",275404.458386307
"1271",2012,7,"inci.A.H3",600452.638885168
"1272",2012,7,"inci.B",61448.4722394019
"1273",2012,8,"inci.A.H1",374036.085032646
"1274",2012,8,"inci.A.H3",809043.56950635
"1275",2012,8,"inci.B",67604.5516879426
"1276",2012,9,"inci.A.H1",487794.330778475
"1277",2012,9,"inci.A.H3",987583.604117076
"1278",2012,9,"inci.B",86559.6274008914
"1279",2012,10,"inci.A.H1",535221.01882656
"1280",2012,10,"inci.A.H3",1225636.23642067
"1281",2012,10,"inci.B",95791.880758695
"1282",2012,11,"inci.A.H1",613869.687486769
"1283",2012,11,"inci.A.H3",1430654.56382559
"1284",2012,11,"inci.B",162031.193154584
"1285",2012,12,"inci.A.H1",429564.106264895
"1286",2012,12,"inci.A.H3",1048329.48180601
"1287",2012,12,"inci.B",178887.017555059
"1288",2012,13,"inci.A.H1",301154.060165964
"1289",2012,13,"inci.A.H3",696237.200190765
"1290",2012,13,"inci.B",178680.96000517
"1291",2012,14,"inci.A.H1",280406.801224075
"1292",2012,14,"inci.A.H3",663067.21041332
"1293",2012,14,"inci.B",215673.6103078
"1294",2012,15,"inci.A.H1",177850.188793475
"1295",2012,15,"inci.A.H3",559092.880728423
"1296",2012,15,"inci.B",221603.465910722
"1297",2012,16,"inci.A.H1",118188.398287539
"1298",2012,16,"inci.A.H3",536317.101472868
"1299",2012,16,"inci.B",238970.612703219
"1300",2012,17,"inci.A.H1",80851.7560101632
"1301",2012,17,"inci.A.H3",394425.458373904
"1302",2012,17,"inci.B",222228.595121561
"1303",2012,18,"inci.A.H1",66722.3873417686
"1304",2012,18,"inci.A.H3",376414.977645072
"1305",2012,18,"inci.B",237092.602922896
"1306",2012,19,"inci.A.H1",44517.3079920467
"1307",2012,19,"inci.A.H3",308923.137278142
"1308",2012,19,"inci.B",268614.738405343
"1309",2012,20,"inci.A.H1",32905.1202617788
"1310",2012,20,"inci.A.H3",231766.499235138
"1311",2012,20,"inci.B",264671.619496916
"1312",2012,21,"inci.A.H1",21177.0624637558
"1313",2012,21,"inci.A.H3",146314.249749586
"1314",2012,21,"inci.B",279152.187022236
"1315",2012,22,"inci.A.H1",6173.13650014132
"1316",2012,22,"inci.A.H3",160501.549003674
"1317",2012,22,"inci.B",277385.607991751
"1318",2012,23,"inci.A.H1",15429.3322731683
"1319",2012,23,"inci.A.H3",99188.5646132251
"1320",2012,23,"inci.B",235205.475902287
"1321",2012,24,"inci.A.H1",4788.86362218508
"1322",2012,24,"inci.A.H3",124510.454176812
"1323",2012,24,"inci.B",210405.253509277
"1324",2012,25,"inci.A.H1",4690.52261481381
"1325",2012,25,"inci.A.H3",84429.4070666486
"1326",2012,25,"inci.B",134990.481723392
"1327",2012,26,"inci.A.H1",0
"1328",2012,26,"inci.A.H3",58512.3571611317
"1329",2012,26,"inci.B",169535.804082253
"1330",2012,27,"inci.A.H1",3543.0459601976
"1331",2012,27,"inci.A.H3",53145.689402964
"1332",2012,27,"inci.B",98371.6290125451
"1333",2012,28,"inci.A.H1",7919.35476603752
"1334",2012,28,"inci.A.H3",67314.5155113189
"1335",2012,28,"inci.B",58199.7864409739
"1336",2012,29,"inci.A.H1",0
"1337",2012,29,"inci.A.H3",39088.6014094886
"1338",2012,29,"inci.B",64698.3747467397
"1339",2012,30,"inci.A.H1",3413.16689507131
"1340",2012,30,"inci.A.H3",98981.8399570678
"1341",2012,30,"inci.B",44885.4824557322
"1342",2012,31,"inci.A.H1",1477.85050052407
"1343",2012,31,"inci.A.H3",236456.080083852
"1344",2012,31,"inci.B",45650.1145888628
"1345",2012,32,"inci.A.H1",1365.63799204037
"1346",2012,32,"inci.A.H3",184361.128925449
"1347",2012,32,"inci.B",31372.7646820084
"1348",2012,33,"inci.A.H1",7543.17526158707
"1349",2012,33,"inci.A.H3",152120.701108673
"1350",2012,33,"inci.B",30573.9337730284
"1351",2012,34,"inci.A.H1",9387.25370590475
"1352",2012,34,"inci.A.H3",98566.1639119999
"1353",2012,34,"inci.B",27588.0956134645
"1354",2012,35,"inci.A.H1",1564.63210884784
"1355",2012,35,"inci.A.H3",76666.9733335442
"1356",2012,35,"inci.B",22867.7000523915
"1357",2012,36,"inci.A.H1",1732.29333597372
"1358",2012,36,"inci.A.H3",67559.440102975
"1359",2012,36,"inci.B",38900.6222815151
"1360",2012,37,"inci.A.H1",0
"1361",2012,37,"inci.A.H3",32972.2730644154
"1362",2012,37,"inci.B",50026.897063251
"1363",2012,38,"inci.A.H1",7493.32726280038
"1364",2012,38,"inci.A.H3",64442.6144600833
"1365",2012,38,"inci.B",45777.4174600169
"1366",2012,39,"inci.A.H1",10320.9848431098
"1367",2012,39,"inci.A.H3",61925.9090586589
"1368",2012,39,"inci.B",69011.9583539283
"1369",2012,40,"inci.A.H1",8569.73529073871
"1370",2012,40,"inci.A.H3",69510.0751359917
"1371",2012,40,"inci.B",65486.2926159675
"1372",2012,41,"inci.A.H1",7827.37266280823
"1373",2012,41,"inci.A.H3",74919.1383440216
"1374",2012,41,"inci.B",80213.4545474371
"1375",2012,42,"inci.A.H1",4312.30595376537
"1376",2012,42,"inci.A.H3",141228.019985816
"1377",2012,42,"inci.B",97026.8839597209
"1378",2012,43,"inci.A.H1",3245.94359977303
"1379",2012,43,"inci.A.H3",164461.1423885
"1380",2012,43,"inci.B",114235.261470273
"1381",2012,44,"inci.A.H1",4944.32084776437
"1382",2012,44,"inci.A.H3",232383.079844925
"1383",2012,44,"inci.B",134865.017367801
"1384",2012,45,"inci.A.H1",5556.04959593683
"1385",2012,45,"inci.A.H3",307805.1476149
"1386",2012,45,"inci.B",181875.468732923
"1387",2012,46,"inci.A.H1",10002.9588990431
"1388",2012,46,"inci.A.H3",507650.164126439
"1389",2012,46,"inci.B",219038.643181939
"1390",2012,47,"inci.A.H1",11623.1669350795
"1391",2012,47,"inci.A.H3",981327.379804568
"1392",2012,47,"inci.B",359635.819913663
"1393",2012,48,"inci.A.H1",21734.8606830182
"1394",2012,48,"inci.A.H3",1169106.71673919
"1395",2012,48,"inci.B",377675.481364042
"1396",2012,49,"inci.A.H1",46956.9160285741
"1397",2012,49,"inci.A.H3",2151589.97289902
"1398",2012,49,"inci.B",538562.38742553
"1399",2012,50,"inci.A.H1",59700.1896031309
"1400",2012,50,"inci.A.H3",2998526.50421763
"1401",2012,50,"inci.B",664258.322738029
"1402",2012,51,"inci.A.H1",64260.7983199624
"1403",2012,51,"inci.A.H3",4326504.29416038
"1404",2012,51,"inci.B",978741.146749529
"1405",2012,52,"inci.A.H1",133407.881678939
"1406",2012,52,"inci.A.H3",5798694.85706754
"1407",2012,52,"inci.B",1254204.05285788
"1408",2013,1,"inci.A.H1",114672.402971815
"1409",2013,1,"inci.A.H3",4493951.11856914
"1410",2013,1,"inci.B",910914.549100713
"1411",2013,2,"inci.A.H1",126998.930016431
"1412",2013,2,"inci.A.H3",4105290.80918193
"1413",2013,2,"inci.B",822520.409644678
"1414",2013,3,"inci.A.H1",140585.569238385
"1415",2013,3,"inci.A.H3",3577736.69116899
"1416",2013,3,"inci.B",808669.590817981
"1417",2013,4,"inci.A.H1",165217.333753337
"1418",2013,4,"inci.A.H3",2879339.32685988
"1419",2013,4,"inci.B",835636.627301273
"1420",2013,5,"inci.A.H1",154048.976355557
"1421",2013,5,"inci.A.H3",2102822.39053179
"1422",2013,5,"inci.B",830723.789846011
"1423",2013,6,"inci.A.H1",135263.865888032
"1424",2013,6,"inci.A.H3",1347049.24293454
"1425",2013,6,"inci.B",836176.625489655
"1426",2013,7,"inci.A.H1",88530.110846205
"1427",2013,7,"inci.A.H3",957941.199412782
"1428",2013,7,"inci.B",858163.97283601
"1429",2013,8,"inci.A.H1",94604.0333931641
"1430",2013,8,"inci.A.H3",697401.528218838
"1431",2013,8,"inci.B",924006.488547336
"1432",2013,9,"inci.A.H1",74841.6710753556
"1433",2013,9,"inci.A.H3",520149.613973721
"1434",2013,9,"inci.B",894000.900309109
"1435",2013,10,"inci.A.H1",85480.8083803809
"1436",2013,10,"inci.A.H3",402980.953793224
"1437",2013,10,"inci.B",953173.357628882
"1438",2013,11,"inci.A.H1",69585.5794803214
"1439",2013,11,"inci.A.H3",301064.139792411
"1440",2013,11,"inci.B",926624.298181831
"1441",2013,12,"inci.A.H1",46216.320245118
"1442",2013,12,"inci.A.H3",229797.814552115
"1443",2013,12,"inci.B",781911.908325308
"1444",2013,13,"inci.A.H1",51960.537140326
"1445",2013,13,"inci.A.H3",157148.941595132
"1446",2013,13,"inci.B",678214.39300892
"1447",2013,14,"inci.A.H1",41691.1167272207
"1448",2013,14,"inci.A.H3",168154.17079979
"1449",2013,14,"inci.B",558774.079577738
"1450",2013,15,"inci.A.H1",56896.3597767849
"1451",2013,15,"inci.A.H3",81788.5171791283
"1452",2013,15,"inci.B",372620.356216712
"1453",2013,16,"inci.A.H1",32145.962126052
"1454",2013,16,"inci.A.H3",84651.0335986036
"1455",2013,16,"inci.B",248567.965260164
"1456",2013,17,"inci.A.H1",39003.5150551833
"1457",2013,17,"inci.A.H3",68829.7324503235
"1458",2013,17,"inci.B",189087.877668107
"1459",2013,18,"inci.A.H1",19293.2236995422
"1460",2013,18,"inci.A.H3",58951.5168597122
"1461",2013,18,"inci.B",170297.376511318
"1462",2013,19,"inci.A.H1",16936.9212906595
"1463",2013,19,"inci.A.H3",46902.2435741339
"1464",2013,19,"inci.B",139438.175888891
"1465",2013,20,"inci.A.H1",16185.1656563141
"1466",2013,20,"inci.A.H3",35313.0887046853
"1467",2013,20,"inci.B",113838.246482209
"1468",2013,21,"inci.A.H1",20372.7370140633
"1469",2013,21,"inci.A.H3",28521.8318196886
"1470",2013,21,"inci.B",107393.427974133
"1471",2013,22,"inci.A.H1",28160.7455857738
"1472",2013,22,"inci.A.H3",28160.7455857738
"1473",2013,22,"inci.B",95545.3868088753
"1474",2013,23,"inci.A.H1",25869.4267658036
"1475",2013,23,"inci.A.H3",24021.6105682462
"1476",2013,23,"inci.B",73054.7332391444
"1477",2013,24,"inci.A.H1",41090.9445275067
"1478",2013,24,"inci.A.H3",23480.5397300038
"1479",2013,24,"inci.B",62584.6693572795
"1480",2013,25,"inci.A.H1",48908.5657100376
"1481",2013,25,"inci.A.H3",23611.0317220871
"1482",2013,25,"inci.B",53899.7007941467
"1483",2013,26,"inci.A.H1",49930.0969370337
"1484",2013,26,"inci.A.H3",16153.8548913933
"1485",2013,26,"inci.B",26816.6761042892
"1486",2013,27,"inci.A.H1",33358.2018532104
"1487",2013,27,"inci.A.H3",35320.4490210463
"1488",2013,27,"inci.B",29101.1232518037
"1489",2013,28,"inci.A.H1",36864.0118566628
"1490",2013,28,"inci.A.H3",48083.493726082
"1491",2013,28,"inci.B",13828.6636995166
"1492",2013,29,"inci.A.H1",36440.1523764853
"1493",2013,29,"inci.A.H3",24293.4349176569
"1494",2013,29,"inci.B",14171.1703686332
"1495",2013,30,"inci.A.H1",39880.6759300336
"1496",2013,30,"inci.A.H3",23928.4055580201
"1497",2013,30,"inci.B",11001.5657738024
"1498",2013,31,"inci.A.H1",40201.7433847365
"1499",2013,31,"inci.A.H3",27966.4301806863
"1500",2013,31,"inci.B",19758.8908885283
"1501",2013,32,"inci.A.H1",46807.915026131
"1502",2013,32,"inci.A.H3",18388.8237602657
"1503",2013,32,"inci.B",11853.9525066176
"1504",2013,33,"inci.A.H1",47936.4816435388
"1505",2013,33,"inci.A.H3",8988.09030816353
"1506",2013,33,"inci.B",13136.4396811621
"1507",2013,34,"inci.A.H1",41024.3356629904
"1508",2013,34,"inci.A.H3",17093.4731929127
"1509",2013,34,"inci.B",3058.83204504753
"1510",2013,35,"inci.A.H1",99365.382078127
"1511",2013,35,"inci.A.H3",11829.212152158
"1512",2013,35,"inci.B",9840.22957790132
"1513",2013,36,"inci.A.H1",86277.2043440006
"1514",2013,36,"inci.A.H3",20706.5290425601
"1515",2013,36,"inci.B",13635.1817061303
"1516",2013,37,"inci.A.H1",96449.0569059019
"1517",2013,37,"inci.A.H3",13778.4367008431
"1518",2013,37,"inci.B",6709.49961084535
"1519",2013,38,"inci.A.H1",82366.8841137702
"1520",2013,38,"inci.A.H3",17340.3966555306
"1521",2013,38,"inci.B",21505.4919306335
"1522",2013,39,"inci.A.H1",121623.397068885
"1523",2013,39,"inci.A.H3",24324.6794137769
"1524",2013,39,"inci.B",17374.7710098406
"1525",2013,40,"inci.A.H1",100770.415157847
"1526",2013,40,"inci.A.H3",20446.1711914473
"1527",2013,40,"inci.B",20446.1711914473
"1528",2013,41,"inci.A.H1",91545.4734892959
"1529",2013,41,"inci.A.H3",38545.4625218088
"1530",2013,41,"inci.B",21131.5226007886
"1531",2013,42,"inci.A.H1",82231.3208143492
"1532",2013,42,"inci.A.H3",26851.0435312161
"1533",2013,42,"inci.B",17837.3677546207
"1534",2013,43,"inci.A.H1",111120.404402019
"1535",2013,43,"inci.A.H3",31966.1437320877
"1536",2013,43,"inci.B",10325.8333705026
"1537",2013,44,"inci.A.H1",138313.836769271
"1538",2013,44,"inci.A.H3",40865.4517727391
"1539",2013,44,"inci.B",30818.8376292257
"1540",2013,45,"inci.A.H1",211168.694276991
"1541",2013,45,"inci.A.H3",39005.6823823742
"1542",2013,45,"inci.B",30133.0481690552
"1543",2013,46,"inci.A.H1",314823.370494266
"1544",2013,46,"inci.A.H3",24306.2161043367
"1545",2013,46,"inci.B",26086.8912768156
"1546",2013,47,"inci.A.H1",439511.984009992
"1547",2013,47,"inci.A.H3",22751.2085840467
"1548",2013,47,"inci.B",39922.7302694852
"1549",2013,48,"inci.A.H1",723515.055537398
"1550",2013,48,"inci.A.H3",42302.2915535979
"1551",2013,48,"inci.B",37575.1502077358
"1552",2013,49,"inci.A.H1",1102218.11565554
"1553",2013,49,"inci.A.H3",36632.8601488645
"1554",2013,49,"inci.B",47624.6771700024
"1555",2013,50,"inci.A.H1",1493088.5057788
"1556",2013,50,"inci.A.H3",63151.7797006139
"1557",2013,50,"inci.B",36767.1489527168
"1558",2013,51,"inci.A.H1",2606137.01864784
"1559",2013,51,"inci.A.H3",59575.5212689555
"1560",2013,51,"inci.B",45936.9187691423
"1561",2013,52,"inci.A.H1",4174458.20730123
"1562",2013,52,"inci.A.H3",65312.7615656318
"1563",2013,52,"inci.B",82145.5625217955
"1564",2014,1,"inci.A.H1",3741181.0525311
"1565",2014,1,"inci.A.H3",90382.2859973
"1566",2014,1,"inci.B",66126.2156874875
"1567",2014,2,"inci.A.H1",2903746.33781946
"1568",2014,2,"inci.A.H3",86850.200849002
"1569",2014,2,"inci.B",54801.5072530871
"1570",2014,3,"inci.A.H1",2636665.85343263
"1571",2014,3,"inci.A.H3",101814.249933347
"1572",2014,3,"inci.B",78861.4846210032
"1573",2014,4,"inci.A.H1",2269590.02786393
"1574",2014,4,"inci.A.H3",113350.693786621
"1575",2014,4,"inci.B",115494.900053799
"1576",2014,5,"inci.A.H1",1681819.54321342
"1577",2014,5,"inci.A.H3",81280.7388493891
"1578",2014,5,"inci.B",109606.589471045
"1579",2014,6,"inci.A.H1",1335440.42937608
"1580",2014,6,"inci.A.H3",110507.48301648
"1581",2014,6,"inci.B",140240.297968986
"1582",2014,7,"inci.A.H1",988110.640850168
"1583",2014,7,"inci.A.H3",88956.1212415862
"1584",2014,7,"inci.B",141817.955333427
"1585",2014,8,"inci.A.H1",691669.018648596
"1586",2014,8,"inci.A.H3",76577.6413503803
"1587",2014,8,"inci.B",150019.820220273
"1588",2014,9,"inci.A.H1",475098.853778875
"1589",2014,9,"inci.A.H3",83408.0603880297
"1590",2014,9,"inci.B",162108.998391665
"1591",2014,10,"inci.A.H1",370486.998961374
"1592",2014,10,"inci.A.H3",91500.4210509932
"1593",2014,10,"inci.B",192601.403633965
"1594",2014,11,"inci.A.H1",294207.146516665
"1595",2014,11,"inci.A.H3",115671.185809971
"1596",2014,11,"inci.B",209968.348155056
"1597",2014,12,"inci.A.H1",229171.702806425
"1598",2014,12,"inci.A.H3",177283.770095536
"1599",2014,12,"inci.B",333207.313474399
"1600",2014,13,"inci.A.H1",177216.84723916
"1601",2014,13,"inci.A.H3",209024.999307727
"1602",2014,13,"inci.B",384047.290600598
"1603",2014,14,"inci.A.H1",127020.718481429
"1604",2014,14,"inci.A.H3",258421.46173808
"1605",2014,14,"inci.B",460518.267531342
"1606",2014,15,"inci.A.H1",68149.8422646501
"1607",2014,15,"inci.A.H3",281272.985346828
"1608",2014,15,"inci.B",484532.98762125
"1609",2014,16,"inci.A.H1",40044.9998850882
"1610",2014,16,"inci.A.H3",246944.165958044
"1611",2014,16,"inci.B",373955.57973499
"1612",2014,17,"inci.A.H1",38805.8988588633
"1613",2014,17,"inci.A.H3",211769.333772654
"1614",2014,17,"inci.B",331041.645363892
"1615",2014,18,"inci.A.H1",15952.9875011205
"1616",2014,18,"inci.A.H3",185300.085589938
"1617",2014,18,"inci.B",304949.571768485
"1618",2014,19,"inci.A.H1",12190.5589622237
"1619",2014,19,"inci.A.H3",176085.851676565
"1620",2014,19,"inci.B",274279.215498482
"1621",2014,20,"inci.A.H1",11007.7398856223
"1622",2014,20,"inci.A.H3",163740.130798631
"1623",2014,20,"inci.B",245715.346551658
"1624",2014,21,"inci.A.H1",5344.85634214139
"1625",2014,21,"inci.A.H3",140302.478981211
"1626",2014,21,"inci.B",201010.357522288
"1627",2014,22,"inci.A.H1",4124.85006413073
"1628",2014,22,"inci.A.H3",158119.252458345
"1629",2014,22,"inci.B",184368.298320995
"1630",2014,23,"inci.A.H1",3829.5074593485
"1631",2014,23,"inci.A.H3",123820.741185602
"1632",2014,23,"inci.B",135258.541610543
"1633",2014,24,"inci.A.H1",3644.75712711256
"1634",2014,24,"inci.A.H3",122706.823279456
"1635",2014,24,"inci.B",114865.073096881
"1636",2014,25,"inci.A.H1",4217.32695227333
"1637",2014,25,"inci.A.H3",96998.5199022865
"1638",2014,25,"inci.B",99455.5712570892
"1639",2014,26,"inci.A.H1",1509.54503703789
"1640",2014,26,"inci.A.H3",67929.5266667051
"1641",2014,26,"inci.B",93836.5833834365
"1642",2014,27,"inci.A.H1",3082.79702925608
"1643",2014,27,"inci.A.H3",72445.7301875179
"1644",2014,27,"inci.B",83584.9034532299
"1645",2014,28,"inci.A.H1",4127.26890633079
"1646",2014,28,"inci.A.H3",75666.5966160645
"1647",2014,28,"inci.B",60533.2772928516
"1648",2014,29,"inci.A.H1",0
"1649",2014,29,"inci.A.H3",51409.7701917938
"1650",2014,29,"inci.B",52266.5996949904
"1651",2014,30,"inci.A.H1",2815.96980964466
"1652",2014,30,"inci.A.H3",52095.4414784262
"1653",2014,30,"inci.B",40978.6651403514
"1654",2014,31,"inci.A.H1",2579.66684156552
"1655",2014,31,"inci.A.H3",68361.1713014862
"1656",2014,31,"inci.B",23942.5328732799
"1657",2014,32,"inci.A.H1",5458.21595548313
"1658",2014,32,"inci.A.H3",49123.9435993481
"1659",2014,32,"inci.B",19313.6872270941
"1660",2014,33,"inci.A.H1",1142.40988812881
"1661",2014,33,"inci.A.H3",61690.1339589558
"1662",2014,33,"inci.B",29762.7839275664
"1663",2014,34,"inci.A.H1",3313.01102654926
"1664",2014,34,"inci.A.H3",50799.5024070886
"1665",2014,34,"inci.B",33422.4347678352
"1666",2014,35,"inci.A.H1",6024.67689702005
"1667",2014,35,"inci.A.H3",62254.9946025405
"1668",2014,35,"inci.B",30507.9383295909
"1669",2014,36,"inci.A.H1",8978.40368266822
"1670",2014,36,"inci.A.H3",56435.6802910574
"1671",2014,36,"inci.B",26796.1307844177
"1672",2014,37,"inci.A.H1",1043.93394519946
"1673",2014,37,"inci.A.H3",68899.6403831647
"1674",2014,37,"inci.B",21682.5080417929
"1675",2014,38,"inci.A.H1",5828.96490701653
"1676",2014,38,"inci.A.H3",78691.0262447232
"1677",2014,38,"inci.B",37962.3689071373
"1678",2014,39,"inci.A.H1",1106.44708586157
"1679",2014,39,"inci.A.H3",96260.8964699569
"1680",2014,39,"inci.B",45531.4915908504
"1681",2014,40,"inci.A.H1",1569.26595899233
"1682",2014,40,"inci.A.H3",78463.2979496163
"1683",2014,40,"inci.B",44239.1056781253
"1684",2014,41,"inci.A.H1",4109.46607999931
"1685",2014,41,"inci.A.H3",102736.651999983
"1686",2014,41,"inci.B",61273.7594723912
"1687",2014,42,"inci.A.H1",4824.79803243923
"1688",2014,42,"inci.A.H3",156461.307623386
"1689",2014,42,"inci.B",62978.3841132272
"1690",2014,43,"inci.A.H1",3837.678190452
"1691",2014,43,"inci.A.H3",162717.555275165
"1692",2014,43,"inci.B",50725.4547964828
"1693",2014,44,"inci.A.H1",3147.72297286994
"1694",2014,44,"inci.A.H3",232144.569249158
"1695",2014,44,"inci.B",54145.0960104835
"1696",2014,45,"inci.A.H1",4682.43068405082
"1697",2014,45,"inci.A.H3",394884.987688285
"1698",2014,45,"inci.B",61871.0787689432
"1699",2014,46,"inci.A.H1",6113.90004639127
"1700",2014,46,"inci.A.H3",483762.341170709
"1701",2014,46,"inci.B",56702.2105975699
"1702",2014,47,"inci.A.H1",4405.20837251083
"1703",2014,47,"inci.A.H3",882803.75785117
"1704",2014,47,"inci.B",64560.2953100268
"1705",2014,48,"inci.A.H1",8015.27485509718
"1706",2014,48,"inci.A.H3",1540936.59089243
"1707",2014,48,"inci.B",90476.1603824491
"1708",2014,49,"inci.A.H1",9179.4772922934
"1709",2014,49,"inci.A.H3",1825303.75389065
"1710",2014,49,"inci.B",89900.8708058557
"1711",2014,50,"inci.A.H1",4610.46306962849
"1712",2014,50,"inci.A.H3",2937633.38586495
"1713",2014,50,"inci.B",117674.811124225
"1714",2014,51,"inci.A.H1",3438.94530662882
"1715",2014,51,"inci.A.H3",4279767.43409957
"1716",2014,51,"inci.B",124902.832957112
"1717",2014,52,"inci.A.H1",11078.3533733313
"1718",2014,52,"inci.A.H3",6147378.28686154
"1719",2014,52,"inci.B",180077.204458606
"1720",2014,53,"inci.A.H1",8492.8967639887
"1721",2014,53,"inci.A.H3",4467263.69785806
"1722",2014,53,"inci.B",166947.96600095
"1723",2015,1,"inci.A.H1",6717.93627501069
"1724",2015,1,"inci.A.H3",2997421.02161386
"1725",2015,1,"inci.B",125934.155097438
"1726",2015,2,"inci.A.H1",5660.47059384023
"1727",2015,2,"inci.A.H3",2884324.23815014
"1728",2015,2,"inci.B",167212.570915707
"1729",2015,3,"inci.A.H1",2941.78717894272
"1730",2015,3,"inci.A.H3",2881480.54177439
"1731",2015,3,"inci.B",212597.637695552
"1732",2015,4,"inci.A.H1",7670.19936698606
"1733",2015,4,"inci.A.H3",2423085.70911605
"1734",2015,4,"inci.B",234747.104468641
"1735",2015,5,"inci.A.H1",6706.6962890434
"1736",2015,5,"inci.A.H3",1823550.7209909
"1737",2015,5,"inci.B",270111.474319943
"1738",2015,6,"inci.A.H1",4822.26796630287
"1739",2015,6,"inci.A.H3",1202811.40988069
"1740",2015,6,"inci.B",315334.63523108
"1741",2015,7,"inci.A.H1",7012.25993363237
"1742",2015,7,"inci.A.H3",870922.683757141
"1743",2015,7,"inci.B",375726.395393085
"1744",2015,8,"inci.A.H1",10730.1427804908
"1745",2015,8,"inci.A.H3",568697.567366014
"1746",2015,8,"inci.B",381434.012462097
"1747",2015,9,"inci.A.H1",3137.13154360917
"1748",2015,9,"inci.A.H3",485627.962950699
"1749",2015,9,"inci.B",494248.622106436
"1750",2015,10,"inci.A.H1",5333.66912172712
"1751",2015,10,"inci.A.H3",305352.557218878
"1752",2015,10,"inci.B",590696.200711873
"1753",2015,11,"inci.A.H1",1357.97678049281
"1754",2015,11,"inci.A.H3",230856.052683777
"1755",2015,11,"inci.B",564308.938061464
"1756",2015,12,"inci.A.H1",4888.71797646814
"1757",2015,12,"inci.A.H3",158534.140094038
"1758",2015,12,"inci.B",560794.447996007
"1759",2015,13,"inci.A.H1",2779.47336021214
"1760",2015,13,"inci.A.H3",116737.88112891
"1761",2015,13,"inci.B",565551.192891825
"1762",2015,14,"inci.A.H1",6455.5191309872
"1763",2015,14,"inci.A.H3",70203.7705494858
"1764",2015,14,"inci.B",482725.824126543
"1765",2015,15,"inci.A.H1",9345.74617336099
"1766",2015,15,"inci.A.H3",47447.634418602
"1767",2015,15,"inci.B",348308.770845646
"1768",2015,16,"inci.A.H1",1392.55285567652
"1769",2015,16,"inci.A.H3",33421.2685362364
"1770",2015,16,"inci.B",264198.22234085
"1771",2015,17,"inci.A.H1",3809.62404096114
"1772",2015,17,"inci.A.H3",24762.5562662474
"1773",2015,17,"inci.B",235504.031623053
"1774",2015,18,"inci.A.H1",2202.7948395735
"1775",2015,18,"inci.A.H3",13216.769037441
"1776",2015,18,"inci.B",230826.198643792
"1777",2015,19,"inci.A.H1",2305.46405867533
"1778",2015,19,"inci.A.H3",18443.7124694026
"1779",2015,19,"inci.B",160334.545898784
"1780",2015,20,"inci.A.H1",944.274584758924
"1781",2015,20,"inci.A.H3",19829.7662799374
